apples,apples_avg_col,apples_col,apples_max_col,apples_min_col,apples_price,banana,banana_avg_col,banana_col,banana_max_col,banana_min_col,banana_price,beef,beef_avg_col,beef_col,beef_max_col,beef_min_col,beef_price,bread,bread_avg_col,bread_col,bread_max_col,bread_min_col,bread_price,cheese,cheese_avg_col,cheese_col,cheese_max_col,cheese_min_col,cheese_price,chicken,chicken_avg_col,chicken_col,chicken_max_col,chicken_min_col,chicken_price,col_eggs_avg_col,col_eggs_col,col_eggs_max_col,col_eggs_min_col,dailymin,dailymin_price,eggs,eggs_price,lettuce,lettuce_avg_col,lettuce_col,lettuce_max_col,lettuce_min_col,lettuce_price,marketname,milk,milk_avg_col,milk_col,milk_max_col,milk_min_col,milk_price,monthlymin,monthlymin_price,onion,onion_avg_col,onion_col,onion_max_col,onion_min_col,onion_price,oranges,oranges_avg_col,oranges_col,oranges_max_col,oranges_min_col,oranges_price,potato,potato_avg_col,potato_col,potato_max_col,potato_min_col,potato_price,rice,rice_avg_col,rice_col,rice_max_col,rice_min_col,rice_price,tomato,tomato_avg_col,tomato_col,tomato_max_col,tomato_min_col,tomato_price
Apples (0.30 kg), 2.10,Apples (1 lb) ,3.00,1.29, 1.39,Banana (0.25 kg), 0.62,Banana (1 lb) ,1.00,0.49, 0.34,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.45,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,5.00,3.99, 1.47, 0.43, 1.57,Loaf of Fresh White Bread (1 lb) ,2.20,1.00, 0.43,Local Cheese (0.10 kg), 4.55,Local Cheese (1 lb) ,7.00,3.50, 1.00,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.97,"Chicken Breasts (Boneless, Skinless), (1 lb) ",4.99,1.99, 0.98, 1.94,Eggs (regular) (12) ,2.79,1.28,Daily recommended minimum amount of money for food per person,9.67,Eggs (regular) (2.40), 0.39,Lettuce (0.20 head), 1.36,Lettuce (1 head) ,2.00,0.99, 0.27,"Cleveland, OH","Milk (regular), (0.25 liter)", 2.51,"Milk (regular), (1 gallon) ",3.49,1.99, 0.17,Monthly recommended minimum amount of money for food per person ,299.79,Onion (0.10 kg), 1.03,Onion (1 lb) ,1.79,0.99, 0.23,Oranges (0.30 kg), 2.33,Oranges (1 lb) ,4.99,0.99, 1.54,Potato (0.20 kg), 0.76,Potato (1 lb) ,2.00,0.33, 0.33,"Rice (white), (0.10 kg)", 1.36,"Rice (white), (1 lb) ",2.29,0.97, 0.30,Tomato (0.20 kg), 1.85,Tomato (1 lb) ,3.00,0.99, 0.82
Apples (0.30 kg), 1.74,Apples (1 lb) ,2.50,0.70, 1.15,Banana (0.25 kg), 0.64,Banana (1 lb) ,0.70,0.49, 0.35,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.00,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.00,4.00, 1.65, 0.61, 2.22,Loaf of Fresh White Bread (1 lb) ,2.50,1.35, 0.61,Local Cheese (0.10 kg), 4.75,Local Cheese (1 lb) ,6.00,3.50, 1.05,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 5.00,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.00,3.99, 1.65, 2.08,Eggs (regular) (12) ,2.50,1.89,Daily recommended minimum amount of money for food per person,10.99,Eggs (regular) (2.40), 0.42,Lettuce (0.20 head), 1.70,Lettuce (1 head) ,2.00,0.99, 0.34,"Columbia, SC","Milk (regular), (0.25 liter)", 2.95,"Milk (regular), (1 gallon) ",3.99,2.25, 0.19,Monthly recommended minimum amount of money for food per person ,340.56,Onion (0.10 kg), 1.56,Onion (1 lb) ,2.00,0.99, 0.34,Oranges (0.30 kg), 2.00,Oranges (1 lb) ,2.99,1.00, 1.32,Potato (0.20 kg), 1.33,Potato (1 lb) ,1.99,0.99, 0.58,"Rice (white), (0.10 kg)", 2.00,"Rice (white), (1 lb) ",2.00,1.09, 0.44,Tomato (0.20 kg), 2.00,Tomato (1 lb) ,2.00,0.99, 0.88
Apples (0.30 kg), 1.90,Apples (1 lb) ,2.99,1.50, 1.26,Banana (0.25 kg), 0.59,Banana (1 lb) ,0.89,0.50, 0.32,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.56,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,8.00,3.00, 1.51, 0.55, 1.98,Loaf of Fresh White Bread (1 lb) ,2.90,1.30, 0.55,Local Cheese (0.10 kg), 4.31,Local Cheese (1 lb) ,6.00,2.80, 0.95,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 3.62,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.99,1.99, 1.20, 2.05,Eggs (regular) (12) ,3.00,1.50,Daily recommended minimum amount of money for food per person,9.41,Eggs (regular) (2.40), 0.41,Lettuce (0.20 head), 1.23,Lettuce (1 head) ,2.00,0.99, 0.25,"Columbus, OH","Milk (regular), (0.25 liter)", 2.61,"Milk (regular), (1 gallon) ",3.60,2.00, 0.17,Monthly recommended minimum amount of money for food per person ,291.69,Onion (0.10 kg), 1.04,Onion (1 lb) ,2.00,0.75, 0.23,Oranges (0.30 kg), 1.59,Oranges (1 lb) ,2.00,1.00, 1.05,Potato (0.20 kg), 0.83,Potato (1 lb) ,1.00,0.60, 0.37,"Rice (white), (0.10 kg)", 1.95,"Rice (white), (1 lb) ",2.49,1.39, 0.43,Tomato (0.20 kg), 1.65,Tomato (1 lb) ,2.29,0.89, 0.73
Apples (0.30 kg), 1.50,Apples (1 lb) ,2.50,0.99, 0.99,Banana (0.25 kg), 0.53,Banana (1 lb) ,0.86,0.42, 0.29,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.05,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,8.00,3.99, 1.67, 0.51, 1.84,Loaf of Fresh White Bread (1 lb) ,2.99,1.00, 0.51,Local Cheese (0.10 kg), 4.71,Local Cheese (1 lb) ,8.00,3.50, 1.04,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.93,"Chicken Breasts (Boneless, Skinless), (1 lb) ",5.99,1.99, 0.97, 1.75,Eggs (regular) (12) ,2.50,1.00,Daily recommended minimum amount of money for food per person,8.70,Eggs (regular) (2.40), 0.35,Lettuce (0.20 head), 1.42,Lettuce (1 head) ,2.50,0.97, 0.28,"Dallas, TX","Milk (regular), (0.25 liter)", 2.35,"Milk (regular), (1 gallon) ",3.50,1.87, 0.16,Monthly recommended minimum amount of money for food per person ,269.67,Onion (0.10 kg), 1.09,Onion (1 lb) ,2.00,0.75, 0.24,Oranges (0.30 kg), 1.39,Oranges (1 lb) ,2.50,1.00, 0.92,Potato (0.20 kg), 0.71,Potato (1 lb) ,1.00,0.40, 0.31,"Rice (white), (0.10 kg)", 1.99,"Rice (white), (1 lb) ",3.00,1.00, 0.44,Tomato (0.20 kg), 1.20,Tomato (1 lb) ,2.49,0.98, 0.53
Apples (0.30 kg), 2.33,Apples (1 lb) ,3.00,1.99, 1.54,Banana (0.25 kg), 0.58,Banana (1 lb) ,1.00,0.53, 0.32,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 3.50,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,5.29,3.00, 1.16, 0.39, 1.43,Loaf of Fresh White Bread (1 lb) ,1.99,0.89, 0.39,Local Cheese (0.10 kg), 4.00,Local Cheese (1 lb) ,6.00,2.75, 0.88,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.75,"Chicken Breasts (Boneless, Skinless), (1 lb) ",5.00,1.99, 0.91, 2.00,Eggs (regular) (12) ,2.39,1.50,Daily recommended minimum amount of money for food per person,10.29,Eggs (regular) (2.40), 0.40,Lettuce (0.20 head), 0.83,Lettuce (1 head) ,1.00,0.60, 0.17,"Dayton, OH","Milk (regular), (0.25 liter)", 2.36,"Milk (regular), (1 gallon) ",3.00,1.23, 0.16,Monthly recommended minimum amount of money for food per person ,318.93,Onion (0.10 kg), 0.95,Onion (1 lb) ,1.00,0.67, 0.21,Oranges (0.30 kg), 3.99,Oranges (1 lb) ,4.99,2.99, 2.64,Potato (0.20 kg), 0.75,Potato (1 lb) ,0.89,0.60, 0.33,"Rice (white), (0.10 kg)", 1.88,"Rice (white), (1 lb) ",2.89,1.69, 0.41,Tomato (0.20 kg), 1.76,Tomato (1 lb) ,2.99,1.00, 0.78
Apples (0.30 kg), 2.02,Apples (1 lb) ,3.00,1.36, 1.33,Banana (0.25 kg), 0.72,Banana (1 lb) ,0.99,0.59, 0.40,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.08,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.59,3.50, 1.68, 0.68, 2.48,Loaf of Fresh White Bread (1 lb) ,3.50,1.50, 0.68,Local Cheese (0.10 kg), 4.86,Local Cheese (1 lb) ,6.00,3.00, 1.07,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 3.90,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.00,2.00, 1.29, 2.86,Eggs (regular) (12) ,3.50,2.00,Daily recommended minimum amount of money for food per person,10.97,Eggs (regular) (2.40), 0.57,Lettuce (0.20 head), 1.48,Lettuce (1 head) ,2.00,0.99, 0.30,"Denver, CO","Milk (regular), (0.25 liter)", 2.87,"Milk (regular), (1 gallon) ",3.59,2.29, 0.19,Monthly recommended minimum amount of money for food per person ,340.17,Onion (0.10 kg), 1.25,Onion (1 lb) ,1.99,0.80, 0.28,Oranges (0.30 kg), 2.02,Oranges (1 lb) ,4.00,0.99, 1.33,Potato (0.20 kg), 1.12,Potato (1 lb) ,2.00,0.72, 0.49,"Rice (white), (0.10 kg)", 1.70,"Rice (white), (1 lb) ",2.49,1.00, 0.37,Tomato (0.20 kg), 2.22,Tomato (1 lb) ,3.00,1.29, 0.98
Apples (0.30 kg), 1.74,Apples (1 lb) ,3.25,0.99, 1.15,Banana (0.25 kg), 0.55,Banana (1 lb) ,0.59,0.50, 0.30,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.82,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,7.00,4.00, 1.59, 0.49, 1.79,Loaf of Fresh White Bread (1 lb) ,2.49,1.50, 0.49,Local Cheese (0.10 kg), 4.75,Local Cheese (1 lb) ,7.00,3.50, 1.05,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 3.32,"Chicken Breasts (Boneless, Skinless), (1 lb) ",7.99,2.00, 1.10, 1.83,Eggs (regular) (12) ,2.20,1.50,Daily recommended minimum amount of money for food per person,9.23,Eggs (regular) (2.40), 0.37,Lettuce (0.20 head), 1.31,Lettuce (1 head) ,1.99,1.00, 0.26,"Detroit, MI","Milk (regular), (0.25 liter)", 2.45,"Milk (regular), (1 gallon) ",2.99,2.00, 0.16,Monthly recommended minimum amount of money for food per person ,286.17,Onion (0.10 kg), 0.96,Onion (1 lb) ,1.25,0.69, 0.21,Oranges (0.30 kg), 1.71,Oranges (1 lb) ,3.00,0.99, 1.13,Potato (0.20 kg), 0.97,Potato (1 lb) ,1.09,0.80, 0.43,"Rice (white), (0.10 kg)", 1.65,"Rice (white), (1 lb) ",3.00,1.00, 0.36,Tomato (0.20 kg), 1.40,Tomato (1 lb) ,1.95,0.98, 0.62
Apples (0.30 kg), 2.80,Apples (1 lb) ,4.99,2.00, 1.85,Banana (0.25 kg), 0.79,Banana (1 lb) ,1.50,0.44, 0.44,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.67,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,9.00,2.50, 1.87, 0.60, 2.16,Loaf of Fresh White Bread (1 lb) ,3.00,1.50, 0.60,Local Cheese (0.10 kg), 4.70,Local Cheese (1 lb) ,10.00,2.50, 1.04,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 4.25,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.00,2.99, 1.40, 2.65,Eggs (regular) (12) ,3.75,2.00,Daily recommended minimum amount of money for food per person,12.02,Eggs (regular) (2.40), 0.53,Lettuce (0.20 head), 1.25,Lettuce (1 head) ,2.00,1.00, 0.25,"Greensboro, NC","Milk (regular), (0.25 liter)", 3.20,"Milk (regular), (1 gallon) ",4.00,2.00, 0.21,Monthly recommended minimum amount of money for food per person ,372.59,Onion (0.10 kg), 1.80,Onion (1 lb) ,2.00,1.50, 0.40,Oranges (0.30 kg), 2.00,Oranges (1 lb) ,2.99,0.79, 1.32,Potato (0.20 kg), 2.00,Potato (1 lb) ,3.00,1.00, 0.88,"Rice (white), (0.10 kg)", 1.74,"Rice (white), (1 lb) ",2.00,1.50, 0.38,Tomato (0.20 kg), 1.93,Tomato (1 lb) ,2.50,1.20, 0.85
Apples (0.30 kg), 3.25,Apples (1 lb) ,3.99,1.47, 2.15,Banana (0.25 kg), 0.75,Banana (1 lb) ,1.18,0.59, 0.41,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 6.00,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.49,3.99, 1.98, 0.68, 2.46,Loaf of Fresh White Bread (1 lb) ,2.99,1.29, 0.68,Local Cheese (0.10 kg), 3.40,Local Cheese (1 lb) ,8.99,2.77, 0.75,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.81,"Chicken Breasts (Boneless, Skinless), (1 lb) ",3.09,2.16, 0.93, 2.48,Eggs (regular) (12) ,3.29,1.86,Daily recommended minimum amount of money for food per person,12.58,Eggs (regular) (2.40), 0.50,Lettuce (0.20 head), 1.96,Lettuce (1 head) ,2.00,1.00, 0.39,"Greenville, SC","Milk (regular), (0.25 liter)", 2.45,"Milk (regular), (1 gallon) ",4.50,2.00, 0.16,Monthly recommended minimum amount of money for food per person ,390.02,Onion (0.10 kg), 1.59,Onion (1 lb) ,3.50,1.39, 0.35,Oranges (0.30 kg), 3.00,Oranges (1 lb) ,4.99,0.99, 1.98,Potato (0.20 kg), 0.89,Potato (1 lb) ,0.99,0.79, 0.39,"Rice (white), (0.10 kg)", 2.33,"Rice (white), (1 lb) ",3.00,1.00, 0.51,Tomato (0.20 kg), 3.16,Tomato (1 lb) ,4.00,1.48, 1.39
Apples (0.30 kg), 1.92,Apples (1 lb) ,3.00,0.75, 1.27,Banana (0.25 kg), 0.56,Banana (1 lb) ,0.69,0.49, 0.31,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.50,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,5.99,3.00, 1.49, 0.79, 2.88,Loaf of Fresh White Bread (1 lb) ,3.00,1.99, 0.79,Local Cheese (0.10 kg), 4.00,Local Cheese (1 lb) ,5.00,3.75, 0.88,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.85,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.99,1.99, 0.94, 2.72,Eggs (regular) (12) ,3.50,2.00,Daily recommended minimum amount of money for food per person,10.05,Eggs (regular) (2.40), 0.54,Lettuce (0.20 head), 1.66,Lettuce (1 head) ,1.99,1.00, 0.33,"Hartford, CT","Milk (regular), (0.25 liter)", 4.00,"Milk (regular), (1 gallon) ",5.00,3.00, 0.26,Monthly recommended minimum amount of money for food per person ,311.43,Onion (0.10 kg), 0.95,Onion (1 lb) ,1.00,0.89, 0.21,Oranges (0.30 kg), 1.50,Oranges (1 lb) ,2.00,0.99, 0.99,Potato (0.20 kg), 1.45,Potato (1 lb) ,2.00,0.89, 0.64,"Rice (white), (0.10 kg)", 2.00,"Rice (white), (1 lb) ",3.00,1.00, 0.44,Tomato (0.20 kg), 2.16,Tomato (1 lb) ,2.49,1.99, 0.95
Apples (0.30 kg), 1.75,Apples (1 lb) ,2.50,0.89, 1.16,Banana (0.25 kg), 0.47,Banana (1 lb) ,0.68,0.40, 0.26,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.34,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,8.00,3.60, 1.77, 0.54, 1.96,Loaf of Fresh White Bread (1 lb) ,2.99,1.00, 0.54,Local Cheese (0.10 kg), 4.89,Local Cheese (1 lb) ,7.00,3.49, 1.08,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 3.99,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.99,2.39, 1.32, 2.40,Eggs (regular) (12) ,3.00,1.39,Daily recommended minimum amount of money for food per person,9.80,Eggs (regular) (2.40), 0.48,Lettuce (0.20 head), 1.14,Lettuce (1 head) ,1.99,0.99, 0.23,"Houston, TX","Milk (regular), (0.25 liter)", 2.53,"Milk (regular), (1 gallon) ",3.99,1.99, 0.17,Monthly recommended minimum amount of money for food per person ,303.91,Onion (0.10 kg), 0.80,Onion (1 lb) ,1.00,0.50, 0.18,Oranges (0.30 kg), 1.73,Oranges (1 lb) ,3.50,0.80, 1.15,Potato (0.20 kg), 1.09,Potato (1 lb) ,2.00,0.50, 0.48,"Rice (white), (0.10 kg)", 1.87,"Rice (white), (1 lb) ",3.00,1.00, 0.41,Tomato (0.20 kg), 1.34,Tomato (1 lb) ,2.00,0.80, 0.59
Apples (0.30 kg), 1.87,Apples (1 lb) ,3.00,1.50, 1.24,Banana (0.25 kg), 0.60,Banana (1 lb) ,1.00,0.52, 0.33,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.21,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,8.00,3.99, 1.72, 0.54, 1.96,Loaf of Fresh White Bread (1 lb) ,2.50,1.38, 0.54,Local Cheese (0.10 kg), 5.16,Local Cheese (1 lb) ,9.00,2.00, 1.14,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 4.96,"Chicken Breasts (Boneless, Skinless), (1 lb) ",7.00,2.00, 1.64, 2.32,Eggs (regular) (12) ,3.50,1.75,Daily recommended minimum amount of money for food per person,10.75,Eggs (regular) (2.40), 0.46,Lettuce (0.20 head), 1.11,Lettuce (1 head) ,2.00,0.99, 0.22,"Indianapolis, IN","Milk (regular), (0.25 liter)", 2.01,"Milk (regular), (1 gallon) ",2.75,1.50, 0.13,Monthly recommended minimum amount of money for food per person ,333.14,Onion (0.10 kg), 0.96,Onion (1 lb) ,2.00,0.68, 0.21,Oranges (0.30 kg), 2.57,Oranges (1 lb) ,3.00,1.28, 1.70,Potato (0.20 kg), 0.84,Potato (1 lb) ,2.00,0.45, 0.37,"Rice (white), (0.10 kg)", 1.23,"Rice (white), (1 lb) ",2.00,0.90, 0.27,Tomato (0.20 kg), 1.76,Tomato (1 lb) ,2.50,0.99, 0.77
Apples (0.30 kg), 3.80,Apples (1 lb) ,5.99,2.00, 2.51,Banana (0.25 kg), 0.63,Banana (1 lb) ,1.59,0.49, 0.34,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.19,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.00,2.00, 1.71, 0.84, 3.03,Loaf of Fresh White Bread (1 lb) ,3.59,2.50, 0.84,Local Cheese (0.10 kg), 4.30,Local Cheese (1 lb) ,5.00,3.00, 0.95,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 6.00,"Chicken Breasts (Boneless, Skinless), (1 lb) ",7.99,3.00, 1.98, 3.00,Eggs (regular) (12) ,4.00,2.50,Daily recommended minimum amount of money for food per person,16.14,Eggs (regular) (2.40), 0.60,Lettuce (0.20 head), 2.41,Lettuce (1 head) ,4.00,1.35, 0.48,"Jackson, MS","Milk (regular), (0.25 liter)", 3.46,"Milk (regular), (1 gallon) ",4.00,3.00, 0.23,Monthly recommended minimum amount of money for food per person ,500.42,Onion (0.10 kg), 2.66,Onion (1 lb) ,3.00,1.99, 0.59,Oranges (0.30 kg), 4.00,Oranges (1 lb) ,5.99,3.75, 2.65,Potato (0.20 kg), 3.66,Potato (1 lb) ,4.00,2.99, 1.62,"Rice (white), (0.10 kg)", 2.55,"Rice (white), (1 lb) ",4.00,1.36, 0.56,Tomato (0.20 kg), 2.48,Tomato (1 lb) ,5.00,1.82, 1.09
Apples (0.30 kg), 2.96,Apples (1 lb) ,4.00,2.00, 1.96,Banana (0.25 kg), 0.65,Banana (1 lb) ,0.99,0.50, 0.36,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 5.43,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.99,4.00, 1.80, 0.67, 2.44,Loaf of Fresh White Bread (1 lb) ,3.00,1.29, 0.67,Local Cheese (0.10 kg), 4.07,Local Cheese (1 lb) ,7.00,3.00, 0.90,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 4.10,"Chicken Breasts (Boneless, Skinless), (1 lb) ",5.00,2.50, 1.36, 2.40,Eggs (regular) (12) ,3.86,1.80,Daily recommended minimum amount of money for food per person,11.22,Eggs (regular) (2.40), 0.48,Lettuce (0.20 head), 1.31,Lettuce (1 head) ,1.69,1.00, 0.26,"Jacksonville, FL","Milk (regular), (0.25 liter)", 3.51,"Milk (regular), (1 gallon) ",3.95,3.00, 0.23,Monthly recommended minimum amount of money for food per person ,347.73,Onion (0.10 kg), 0.91,Onion (1 lb) ,2.00,0.56, 0.20,Oranges (0.30 kg), 1.63,Oranges (1 lb) ,2.50,1.00, 1.08,Potato (0.20 kg), 1.58,Potato (1 lb) ,2.79,0.99, 0.70,"Rice (white), (0.10 kg)", 1.74,"Rice (white), (1 lb) ",2.50,1.29, 0.38,Tomato (0.20 kg), 1.92,Tomato (1 lb) ,2.29,1.29, 0.85
Apples (0.30 kg), 1.71,Apples (1 lb) ,2.99,0.99, 1.13,Banana (0.25 kg), 0.63,Banana (1 lb) ,0.89,0.50, 0.35,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.09,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.00,2.00, 1.35, 0.59, 2.14,Loaf of Fresh White Bread (1 lb) ,3.00,1.00, 0.59,Local Cheese (0.10 kg), 4.28,Local Cheese (1 lb) ,6.00,2.00, 0.94,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 3.17,"Chicken Breasts (Boneless, Skinless), (1 lb) ",6.00,2.00, 1.05, 2.05,Eggs (regular) (12) ,4.00,1.25,Daily recommended minimum amount of money for food per person,9.40,Eggs (regular) (2.40), 0.41,Lettuce (0.20 head), 1.50,Lettuce (1 head) ,2.00,1.00, 0.30,"Kansas City, MO","Milk (regular), (0.25 liter)", 3.21,"Milk (regular), (1 gallon) ",4.00,2.50, 0.21,Monthly recommended minimum amount of money for food per person ,291.30,Onion (0.10 kg), 1.26,Onion (1 lb) ,2.00,0.90, 0.28,Oranges (0.30 kg), 1.98,Oranges (1 lb) ,3.00,1.00, 1.31,Potato (0.20 kg), 0.93,Potato (1 lb) ,1.50,0.50, 0.41,"Rice (white), (0.10 kg)", 1.39,"Rice (white), (1 lb) ",2.00,1.00, 0.31,Tomato (0.20 kg), 1.74,Tomato (1 lb) ,2.99,0.99, 0.77
Apples (0.30 kg), 1.52,Apples (1 lb) ,2.50,0.99, 1.00,Banana (0.25 kg), 0.79,Banana (1 lb) ,1.00,0.50, 0.44,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 4.70,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,6.00,3.99, 1.56, 0.69, 2.50,Loaf of Fresh White Bread (1 lb) ,3.00,1.85, 0.69,Local Cheese (0.10 kg), 4.35,Local Cheese (1 lb) ,5.00,3.00, 0.96,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.79,"Chicken Breasts (Boneless, Skinless), (1 lb) ",4.00,1.99, 0.92, 2.38,Eggs (regular) (12) ,3.00,1.60,Daily recommended minimum amount of money for food per person,9.19,Eggs (regular) (2.40), 0.48,Lettuce (0.20 head), 1.48,Lettuce (1 head) ,2.00,1.00, 0.30,"Las Vegas, NV","Milk (regular), (0.25 liter)", 2.99,"Milk (regular), (1 gallon) ",3.50,2.50, 0.20,Monthly recommended minimum amount of money for food per person ,285.01,Onion (0.10 kg), 0.99,Onion (1 lb) ,1.50,0.50, 0.22,Oranges (0.30 kg), 1.48,Oranges (1 lb) ,2.69,0.90, 0.98,Potato (0.20 kg), 0.99,Potato (1 lb) ,1.50,0.59, 0.44,"Rice (white), (0.10 kg)", 1.31,"Rice (white), (1 lb) ",2.00,0.65, 0.29,Tomato (0.20 kg), 1.68,Tomato (1 lb) ,2.50,0.99, 0.74
Apples (0.30 kg), 1.86,Apples (1 lb) ,3.00,1.00, 1.23,Banana (0.25 kg), 1.15,Banana (1 lb) ,2.00,0.69, 0.63,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 6.20,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,8.00,3.99, 2.05, 0.76, 2.74,Loaf of Fresh White Bread (1 lb) ,3.99,2.00, 0.76,Local Cheese (0.10 kg), 4.94,Local Cheese (1 lb) ,8.00,3.00, 1.09,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 4.68,"Chicken Breasts (Boneless, Skinless), (1 lb) ",8.00,2.79, 1.55, 3.18,Eggs (regular) (12) ,4.00,2.35,Daily recommended minimum amount of money for food per person,11.64,Eggs (regular) (2.40), 0.64,Lettuce (0.20 head), 1.37,Lettuce (1 head) ,2.00,1.00, 0.27,"Los Angeles, CA","Milk (regular), (0.25 liter)", 3.98,"Milk (regular), (1 gallon) ",5.00,2.70, 0.26,Monthly recommended minimum amount of money for food per person ,360.74,Onion (0.10 kg), 1.10,Onion (1 lb) ,2.00,0.60, 0.24,Oranges (0.30 kg), 1.54,Oranges (1 lb) ,2.99,0.99, 1.02,Potato (0.20 kg), 1.35,Potato (1 lb) ,2.50,0.75, 0.59,"Rice (white), (0.10 kg)", 2.21,"Rice (white), (1 lb) ",3.00,1.40, 0.49,Tomato (0.20 kg), 1.86,Tomato (1 lb) ,3.00,0.99, 0.82
Apples (0.30 kg), 1.48,Apples (1 lb) ,1.99,1.00, 0.98,Banana (0.25 kg), 0.59,Banana (1 lb) ,0.79,0.50, 0.33,Beef Round (0.15 kg) (or Equivalent Back Leg Red Meat), 3.84,Beef Round (1 lb) (or Equivalent Back Leg Red Meat) ,4.49,3.00, 1.27, 0.49, 1.78,Loaf of Fresh White Bread (1 lb) ,2.50,1.00, 0.49,Local Cheese (0.10 kg), 5.16,Local Cheese (1 lb) ,7.00,4.00, 1.14,"Chicken Breasts (Boneless, Skinless), (0.15 kg)", 2.97,"Chicken Breasts (Boneless, Skinless), (1 lb) ",4.00,1.99, 0.98, 1.94,Eggs (regular) (12) ,2.00,1.50,Daily recommended minimum amount of money for food per person,9.08,Eggs (regular) (2.40), 0.39,Lettuce (0.20 head), 1.23,Lettuce (1 head) ,1.88,0.99, 0.25,"Louisville, KY","Milk (regular), (0.25 liter)", 2.44,"Milk (regular), (1 gallon) ",3.19,1.99, 0.16,Monthly recommended minimum amount of money for food per person ,281.59,Onion (0.10 kg), 0.90,Onion (1 lb) ,1.49,0.66, 0.20,Oranges (0.30 kg), 2.17,Oranges (1 lb) ,4.00,1.33, 1.44,Potato (0.20 kg), 0.98,Potato (1 lb) ,1.50,0.50, 0.43,"Rice (white), (0.10 kg)", 1.71,"Rice (white), (1 lb) ",2.99,0.78, 0.38,Tomato (0.20 kg), 1.49,Tomato (1 lb) ,2.35,1.00, 0.66
